"Species","SpecCode","AutoCtr","StockCode","FamCode","PopLWRef","LengthMin","LengthMax","Type","LmaxCompare","EsQ","Number","Sex","a","aTL","b","CoeffDetermination","SEa","SEb","SDa","SDb","LCLa","UCLa","LCLb","UCLb","Method","SpecimenType","Locality","DataRef","C_Code","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Lutjanus argentimaculatus",1407,3617,1456,323,55787,5.5,68,"FL",NA,NA,308,"mixed",0.028,NA,2.84426,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  5.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lutjanus argentimaculatus",1407,39530,1456,NA,107958,31.4,68.7,"FL",NA,NA,85,"unsexed",0.0188,NA,2.96,0.98,NA,NA,NA,NA,0.013399999588728,0.0263999998569489,2.86999988555908,3.04999995231628,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Lutjanus argentimaculatus",1407,37278,1456,NA,108462,16.5,57,"SL",NA,NA,14,"unsexed",0.0548,NA,2.818,0.996,NA,NA,NA,NA,0.0375000014901161,0.0802000015974045,2.70499992370605,2.93099999427795,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Lutjanus argentimaculatus",1407,46518,1456,NA,115154,13,58,"TL",NA,NA,291,"unsexed",0.0295,NA,2.8353,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression",NA,"Bushehr coastal waters / 2006-2008.",NA,"364","Coordinates: 28.1731, 51.1268",65,2021-11-02,NA,2021-11-02,NA,NA,NA
"Lutjanus argentimaculatus",1407,41969,1456,NA,118794,16.5,42.6,"TL",NA,NA,13,"unsexed",0.029,NA,2.81,0.996,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Palawan / 1998-2014",118794,"582",NA,2448,2018-10-31,NA,2018-10-31,NA,NA,NA
"Lutjanus argentimaculatus",1407,43635,1456,NA,119023,NA,NA,"TL",NA,NA,67,"unsexed",0.01265,NA,3.023,0.89,0.778999984264374,0.131999999284744,NA,NA,NA,NA,NA,NA,"type I or II with correction",NA,"Western Australia: North Coast, 2011-2016.",NA,"036",NA,65,2020-04-30,NA,2020-05-05,NA,NA,NA
"Lutjanus argentimaculatus",1407,43636,1456,NA,119023,NA,NA,"TL",NA,NA,73,"unsexed",0.01625,NA,2.9556,0.92,0.60699999332428,0.101999998092651,NA,NA,NA,NA,NA,NA,"type I or II with correction",NA,"Western Australia: Statewide, 2011-2016.",NA,"036",NA,65,2020-04-30,NA,2020-05-05,NA,NA,NA
"Lutjanus bohar",1417,3625,1468,323,3084,26,75,"FL",NA,NA,31,"unsexed",0.0121,NA,3.12,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,3084,"580","Significant allometric growth (P=0.05).",3,1992-03-28,1,1994-06-19,NA,NA,NA
"Lutjanus bohar",1417,3626,1468,323,26587,4,75,"FL",NA,NA,479,"unsexed",0.017,NA,3.035,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,1998-05-19,NA,NA,NA
"Lutjanus bohar",1417,3627,1468,323,55787,4,75,"FL",NA,NA,510,"mixed",0.01563,NA,3.05865,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lutjanus bohar",1417,46960,1468,NA,125599,13.8,69,"FL",NA,NA,166,"unsexed",0.0248,NA,2.92,0.99,NA,NA,NA,NA,0.0209999997168779,0.0293000005185604,2.88000011444092,2.97000002861023,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Lutjanus fulvus",262,1211,276,323,26587,4,31,"FL",NA,NA,331,"unsexed",0.0243,NA,2.928,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,1998-05-20,NA,NA,NA
"Lutjanus fulvus",262,1212,276,323,55787,4,31,"FL",NA,NA,318,"mixed",0.02106,NA,2.97433,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.3%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lutjanus fulvus",262,36792,276,NA,107757,10.2,23.3,"FL",NA,NA,124,"unsexed",0.0134,NA,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Kamaili Wildlife Management Area",NA,"598",NA,65,2016-05-10,NA,2016-05-10,NA,NA,NA
"Lutjanus fulvus",262,39531,276,NA,107958,18.1,29.6,"FL",NA,NA,91,"unsexed",0.0134,NA,3.12,0.94,NA,NA,NA,NA,0.00803000014275312,0.0221999995410442,2.95000004768372,3.27999997138977,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Lutjanus fulvus",262,37282,276,NA,108462,7.3,26.5,"SL",NA,NA,35,"unsexed",0.0385,NA,2.933,0.993,NA,NA,NA,NA,0.0306000001728535,0.0487999990582466,2.84500002861023,3.01999998092651,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Lutjanus fulvus",262,38473,276,NA,111300,3.3,20.5,"FL",NA,NA,87,"unsexed",0.0333,NA,3.09,0.99,NA,NA,NA,NA,0.0315000005066395,0.0351999998092651,3.04999995231628,3.11999988555908,"Type I linear regression","fresh","Hawaiian islands / 2012-2014",NA,"840B",NA,65,2016-11-03,NA,2016-11-03,NA,NA,NA
"Lutjanus fulvus",262,46961,276,NA,125599,12.2,36.6,"FL",NA,NA,495,"unsexed",0.027,NA,2.88,0.96,NA,NA,NA,NA,0.0230000000447035,0.0315999984741211,2.82999992370605,2.94000005722046,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Lutjanus gibbus",265,1215,279,323,26587,15.5,40.5,"FL",NA,NA,501,"unsexed",0.0153,NA,3.091,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,2008-10-29,NA,NA,NA
"Lutjanus gibbus",265,1216,279,323,50467,NA,NA,"TL",NA,NA,38,"unsexed",0.04,NA,2.58,0.88925,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lake Albufera, 2002 (spring)",50467,"724",NA,3,2008-10-29,NA,2008-10-29,NA,NA,NA
"Lutjanus gibbus",265,1217,279,323,50467,NA,NA,"TL",NA,NA,17,"unsexed",0.042,NA,2.68,0.85933,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lake Albufera, 2000 (summer)",50467,"724",NA,3,2008-10-29,NA,2008-10-29,NA,NA,NA
"Lutjanus gibbus",265,1218,279,323,55787,14.2,40.5,"FL",NA,NA,515,"mixed",0.0131,NA,3.138,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.3%",1531,2005-12-06,3,2008-10-29,NA,NA,NA
"Lutjanus gibbus",265,37340,279,NA,107674,15.1,31.2,"FL",NA,NA,NA,"mixed",0.011,NA,3.14,0.94,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Bunaken Marine Park, North Sulawesi, 2014",107674,"360",NA,3,2016-08-31,NA,2016-08-31,NA,NA,NA
"Lutjanus gibbus",265,39532,279,NA,107958,17.2,43.5,"FL",NA,NA,1231,"unsexed",0.0176,NA,3.06,0.97,NA,NA,NA,NA,0.0160000007599592,0.0194000005722046,3.02999997138977,3.08999991416931,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Lutjanus gibbus",265,37283,279,NA,108462,8.5,38,"SL",NA,NA,13,"unsexed",0.0296,NA,3.047,0.989,NA,NA,NA,NA,0.0156999994069338,0.0557000003755093,2.83599996566772,3.25799989700317,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Lutjanus gibbus",265,39440,279,NA,114793,19.8,33.5,"FL",NA,NA,109,"mixed",0.0286,NA,2.9,0.969,NA,NA,NA,NA,0.0208000000566244,0.0394000001251698,2.79999995231628,3,"Type I linear regression","fresh","Pohnpei State (Jul-Aug 2016)",114793,"583",NA,2,2017-03-30,NA,2017-03-30,NA,NA,NA
"Lutjanus gibbus",265,41348,279,NA,116899,NA,NA,"FL",NA,NA,NA,"mixed",0.00266,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Great Barrier Reef and eastern Torres Strait",116899,"036",NA,3,2018-01-31,NA,2018-01-31,NA,NA,NA
"Lutjanus gibbus",265,46962,279,NA,125599,17,56.8,"FL",NA,NA,2296,"unsexed",0.0399,NA,2.8,0.96,NA,NA,NA,NA,0.0368999987840652,0.0430999994277954,2.77999997138977,2.8199999332428,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Lutjanus gibbus",265,49138,279,NA,127365,25.3,48.5,"TL",NA,NA,128,"male",0.04496,NA,2.68679,0.93,NA,NA,NA,NA,0.0247900001704693,0.0815400034189224,2.51799988746643,2.85599994659424,"Type I linear regression","fresh","Southwest coast / 2017-2019.",NA,"356",NA,65,2022-10-17,NA,2022-10-17,NA,NA,NA
"Lutjanus monostigma",166,783,180,323,26587,25,43.5,"FL",NA,NA,13,"unsexed",0.0184,NA,2.97,0.94673,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-20,NA,1998-05-20,NA,NA,NA
"Lutjanus monostigma",166,784,180,323,55787,25,53.5,"FL",NA,NA,15,"mixed",0.02218,NA,2.91252,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lutjanus monostigma",166,46964,180,NA,125599,20.2,49,"FL",NA,NA,239,"unsexed",0.0266,NA,2.86,0.97,NA,NA,NA,NA,0.0218000002205372,0.032600000500679,2.79999995231628,2.91000008583069,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Macolor macularis",186,39535,200,NA,107958,20.8,58.2,"FL",NA,NA,523,"unsexed",0.0274,NA,2.91,0.98,NA,NA,NA,NA,0.0240000002086163,0.031300000846386,2.88000011444092,2.95000004768372,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Macolor niger",187,868,201,323,30504,56.5,56.5,"TL",NA,NA,1,"unsexed",0.01453,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Macolor niger",187,869,201,323,30504,NA,NA,"SL",NA,"Yes",1,"unsexed",0.03076,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Macolor niger",187,39536,201,NA,107958,20.2,53.7,"FL",NA,NA,293,"unsexed",0.0217,NA,2.97,0.99,NA,NA,NA,NA,0.0188999995589256,0.0249000005424023,2.9300000667572,3.00999999046326,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Macolor niger",187,46967,201,NA,125599,16.7,51.4,"FL",NA,NA,104,"unsexed",0.0131,NA,3.12,0.99,NA,NA,NA,NA,0.0102000003680587,0.0168999992311001,3.04999995231628,3.19000005722046,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Monotaxis grandoculis",1869,4407,2065,328,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.036,NA,2.851,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.316",3,1992-06-14,NA,1994-01-31,NA,NA,NA
"Monotaxis grandoculis",1869,10127,2065,328,26587,4,45,"FL",NA,NA,54,"unsexed",0.0239,NA,3.011,0.998,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,65,2011-07-15,NA,NA,NA
"Monotaxis grandoculis",1869,4408,2065,328,55787,4,45,"FL",NA,NA,63,"mixed",0.02296,NA,3.02223,0.998,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.3%",1531,2005-12-06,NA,2017-03-30,NA,NA,NA
"Monotaxis grandoculis",1869,39524,2065,NA,107958,15,48,"FL",NA,NA,1581,"unsexed",0.043,NA,2.84,0.99,NA,NA,NA,NA,0.0408999994397163,0.0452999994158745,2.82999992370605,2.85999989509583,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Monotaxis grandoculis",1869,39439,2065,NA,114793,18.1,33,"FL",NA,NA,14,"female",0.0534,NA,2.77,0.994,NA,NA,NA,NA,0.034400001168251,0.0829000025987625,2.63000011444092,2.90000009536743,"Type I linear regression","fresh","Pohnpei State (Jul-Aug 2016)",114793,"583",NA,2,2017-03-30,NA,2017-03-30,NA,NA,NA
"Monotaxis grandoculis",1869,39438,2065,NA,114793,19.5,44.5,"FL",NA,NA,16,"male",0.044,NA,2.84,0.997,NA,NA,NA,NA,0.033100001513958,0.0586000010371208,2.75,2.92000007629395,"Type I linear regression","fresh","Pohnpei State (Jul-Aug 2016)",114793,"583",NA,2,2017-03-30,NA,2017-03-30,NA,NA,NA
"Monotaxis grandoculis",1869,41996,2065,NA,118794,14,57,"FL",NA,NA,69,"unsexed",0.013,NA,2.8,0.986,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Palawan / 1998-2014",118794,"608",NA,2448,2018-10-31,NA,2018-10-31,NA,NA,NA
"Monotaxis grandoculis",1869,43132,2065,NA,121521,11,34,"SL",NA,NA,23,"unsexed",0.0364,NA,3.025,0.995,NA,NA,NA,NA,0.0272000003606081,0.0493000000715256,2.92300009727478,3.12400007247925,"Type I linear regression",NA,"Davao Gulf / 2009-2012, 2016.",NA,"608",NA,65,2020-01-23,NA,2020-01-23,NA,NA,NA
"Monotaxis grandoculis",1869,46968,2065,NA,125599,16.5,46,"FL",NA,NA,674,"unsexed",0.0314,NA,2.93,0.99,NA,NA,NA,NA,0.0287999995052814,0.0342000015079975,2.91000008583069,2.96000003814697,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Mulloidichthys flavolineatus",5983,7753,6292,332,26587,10,19.5,"FL",NA,NA,30,"unsexed",0.0152,NA,2.992,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Mulloidichthys flavolineatus",5983,7754,6292,332,48600,9.9,30.3,"TL",NA,NA,316,"unsexed",0.00886,NA,3.0602,0.91968,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Mulloidichthys flavolineatus",5983,7755,6292,332,55787,10,19.5,"FL",NA,NA,24,"mixed",0.01197,NA,3.10109,0.9044,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Mulloidichthys flavolineatus",5983,37130,6292,NA,68980,13,27,"TL",NA,NA,37,"female",0.089,NA,2.366,0.817,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Guiuan, Samar (Dec 1983-Nov 1984)",68980,"608","Mean length = 18.72 cm TL.",2,2016-08-03,NA,2016-08-03,NA,NA,NA
"Mulloidichthys flavolineatus",5983,37129,6292,NA,68980,13,27,"TL",NA,NA,23,"male",0.027,NA,2.731,0.719,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Guiuan, Samar (Dec 1983-Nov 1984)",68980,"608","Mean length = 19.07 cm TL.",2,2016-08-03,NA,2016-08-03,NA,NA,NA
"Mulloidichthys flavolineatus",5983,39545,6292,NA,107958,13.5,29,"FL",NA,NA,143,"unsexed",0.0364,NA,2.77,0.85,NA,NA,NA,NA,0.0199999995529652,0.066200003027916,2.57999992370605,2.96000003814697,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Mulloidichthys flavolineatus",5983,37293,6292,NA,108462,13,19.5,"SL",NA,NA,16,"unsexed",0.0442,NA,2.762,0.944,NA,NA,NA,NA,0.0151000004261732,0.129199996590614,2.37599992752075,3.1470000743866,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-31,NA,2016-08-31,NA,NA,NA
"Mulloidichthys flavolineatus",5983,38477,6292,NA,111300,6.3,20.9,"FL",NA,NA,95,"unsexed",0.026,NA,3.21,0.98,NA,NA,NA,NA,0.022299999371171,0.0303000006824732,3.09999990463257,3.30999994277954,"Type I linear regression","fresh","Hawaiian islands / 2012-2014",NA,"840B",NA,65,2016-11-03,NA,2016-11-03,NA,NA,NA
"Mulloidichthys flavolineatus",5983,43429,6292,NA,121845,11,33.4,"TL",NA,NA,839,"unsexed",0.0058,NA,3.1821,0.969,NA,NA,NA,NA,NA,NA,3.14000010490417,3.22000002861023,NA,NA,"Hurghada fishing area, Red Sea / 2016.",NA,"818",NA,65,2020-03-09,NA,2020-03-09,NA,NA,NA
"Mulloidichthys flavolineatus",5983,46658,6292,NA,125598,8.3,31.4,"FL",NA,NA,2798,"unsexed",0.0138,NA,3.05,0.99,NA,NA,NA,NA,0.013399999588728,0.0142000000923872,3.01999998092651,3.05999994277954,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Mulloidichthys vanicolensis",5984,7756,6293,332,52849,14,39,"TL",NA,NA,108,"female",0.0145,NA,2.905,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon, 1988",52849,"480",NA,3,2005-01-30,NA,2005-01-30,NA,NA,NA
"Mulloidichthys vanicolensis",5984,7757,6293,332,52849,10,33,"TL",NA,NA,124,"male",0.0099,NA,3.015,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon, 1988",52849,"480",NA,3,2005-01-30,NA,2005-01-30,NA,NA,NA
"Mulloidichthys vanicolensis",5984,39546,6293,NA,107958,13.6,28,"FL",NA,NA,50,"unsexed",0.0221,NA,2.96,0.94,NA,NA,NA,NA,0.0165999997407198,0.0295000001788139,2.86999988555908,3.05999994277954,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Mulloidichthys vanicolensis",5984,41998,6293,NA,118794,25.3,31,"TL",NA,"Yes",14,"unsexed",0.058,NA,2.51,0.565,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Palawan / 1998-2014",118794,"608",NA,2448,2018-10-31,NA,2018-10-31,NA,NA,NA
"Mulloidichthys vanicolensis",5984,43430,6293,NA,121845,15.3,31.2,"TL",NA,NA,225,"unsexed",0.0029,NA,3.4244,0.977,NA,NA,NA,NA,NA,NA,3.34999990463257,3.48000001907349,NA,NA,"Hurghada fishing area, Red Sea / 2016.",NA,"818",NA,65,2020-03-09,NA,2020-03-09,NA,NA,NA
"Mulloidichthys vanicolensis",5984,46659,6293,NA,125598,10.4,28,"FL",NA,NA,1026,"unsexed",0.0105,NA,3.19,0.99,NA,NA,NA,NA,0.00980000011622906,0.0113000003620982,3.17000007629395,3.22000002861023,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Mulloidichthys vanicolensis",5984,46969,6293,NA,125599,18,39.8,"FL",NA,NA,127,"unsexed",0.0278,NA,2.88,0.93,NA,NA,NA,NA,0.0181000009179115,0.0427000001072884,2.74000000953674,3.01999998092651,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Myripristis kuntee",7306,8184,7606,243,26587,6,14,"FL",NA,NA,81,"unsexed",0.0206,NA,3.151,0.90821,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Myripristis kuntee",7306,8185,7606,243,55787,6,14,"FL",NA,NA,81,"mixed",0.00991,NA,3.46765,0.90821,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  13.5%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Myripristis violacea",7309,8188,7609,243,26587,3.5,17,"FL",NA,NA,121,"unsexed",0.0411,NA,2.903,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Myripristis violacea",7309,8189,7609,243,55787,3.5,19.2,"FL",NA,NA,138,"mixed",0.0364,NA,2.94026,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Naso hexacanthus",1263,3152,1280,412,27143,5.7,53.4,"SL",NA,NA,61,"unsexed",0.0424,NA,2.854,0.998,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Eastern coast, coral reefs",27143,"036",NA,3,1998-08-21,NA,2001-12-13,NA,NA,NA
"Naso hexacanthus",1263,3153,1280,412,55787,18.5,46,"FL",NA,NA,9,"mixed",0.02017,NA,2.95583,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Naso lituratus",1264,3154,1281,412,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0497,NA,2.839,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.076",3,1992-06-14,NA,1994-01-27,NA,NA,NA
"Naso lituratus",1264,39497,1281,NA,107958,16,28.8,"FL",NA,NA,101,"unsexed",0.0205,NA,3.05,0.9,NA,NA,NA,NA,0.0189999993890524,0.0220999997109175,3.02999997138977,3.07999992370605,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-17,NA,2017-04-17,NA,NA,NA
"Naso lituratus",1264,48453,1281,NA,121521,12,21,"SL",NA,NA,14,"unsexed",0.0663,NA,2.842,0.938,NA,NA,NA,NA,0.0186999998986721,0.23989999294281,2.38299989700317,3.29500007629395,"type I linear regression",NA,"Davao Gulf / 2009-2016.",NA,"608","Approximate coordinates: 7.04444, 125.693844",65,2022-07-14,NA,2022-07-14,NA,NA,NA
"Naso lituratus",1264,46974,1281,NA,125599,12.4,47.4,"FL",NA,NA,8806,"unsexed",0.0224,NA,3.02,0.93,NA,NA,NA,NA,0.0211999993771315,0.0236000008881092,3,3.03999996185303,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Naso unicornis",1265,3155,1282,412,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.0228,NA,2.922,0.95648,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 1.1794",3,1992-06-14,NA,1994-01-27,NA,NA,NA
"Naso unicornis",1265,3156,1282,412,26587,18.5,60,"FL",NA,NA,56,"unsexed",0.0216,NA,2.988,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-19,3,1998-05-22,NA,NA,NA
"Naso unicornis",1265,3157,1282,412,26849,6.5,10.8,"TL",NA,NA,12,"unsexed",0.0328,NA,2.789,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Naso unicornis",1265,3158,1282,412,27143,5,45.7,"SL",NA,NA,56,"unsexed",0.0592,NA,2.843,0.996,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Eastern coast, coral reefs",27143,"036",NA,3,1998-08-21,NA,2001-12-13,NA,NA,NA
"Naso unicornis",1265,3159,1282,412,55787,18.5,60,"FL",NA,NA,66,"mixed",0.01788,NA,3.03545,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Naso unicornis",1265,39498,1282,NA,107958,18.6,57.2,"FL",NA,NA,779,"unsexed",0.0267,NA,2.92,0.99,NA,NA,NA,NA,0.0260000005364418,0.0274000000208616,2.92000007629395,2.9300000667572,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-17,NA,2017-04-17,NA,NA,NA
"Naso unicornis",1265,37214,1282,NA,108462,6.2,25.5,NA,NA,NA,16,"unsexed",0.0314,NA,3.037,0.995,NA,NA,NA,NA,0.0221999995410442,0.0443000011146069,2.91300010681152,3.16100001335144,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-24,NA,2016-08-24,NA,NA,NA
"Naso unicornis",1265,38454,1282,NA,111300,6.3,14,"TL",NA,NA,90,"juvenile",0.0405,NA,2.89,0.96,NA,NA,NA,NA,0.0342999994754791,0.047800000756979,2.41000008583069,3.36999988555908,"Type I linear regression","fresh","Hawaiian islands / 2012-2014",NA,"840B",NA,65,2016-11-03,NA,2016-11-03,NA,NA,NA
"Naso unicornis",1265,46975,1282,NA,125599,16.4,55,"FL",NA,NA,5069,"unsexed",0.0329,NA,2.85,0.99,NA,NA,NA,NA,0.0320000015199184,0.0337999984622002,2.83999991416931,2.85999989509583,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-11,NA,2022-02-11,NA,NA,NA
"Neoniphon sammara",4911,6873,5144,243,26587,4.5,19,"FL",NA,NA,113,"unsexed",0.0309,NA,2.842,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Neoniphon sammara",4911,6874,5144,243,48600,4.5,21.1,"TL",NA,NA,124,"unsexed",0.00489,NA,3.379,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-05,NA,2003-09-05,NA,NA,NA
